title,r_title,actorList,runtime,director,grade,genre,audience,popularity,release_date,vote,overview
엑스맨: 아포칼립스,엑스맨: 아포칼립스,"['제임스 맥어보이', '마이클 패스벤더', '제니퍼 로렌스']",143,브라이언 싱어,12세 관람가,"['액션', '모험', '판타지']","2,938,771",31.17,2016-05-18,6.5,"고대 이집트에서 신으로 숭배받았던 최초의 돌연변이 아포칼립스(오스카 아이삭)가 오랜 잠에서 깨어난다. 초능력을 흡수해가며 수천년을 살아온 아포칼립스는 스톰(알렉산드라 십), 사일록(올리비아 문), 아크엔젤(벤 하디) 그리고 매그니토에게 자신의 힘을 나누어준 뒤, 그들과 함께 현재의 세상을 뒤엎고 새로운 세상을 건설하려 한다. 찰스 자비에(제임스 맥어보이)와 미스틱은 아포칼립스의 지구 종말 계획을 알아채고, 진 그레이(소피 터너), 사이클롭스(타이 셰리던"
독수리 요새,독수리 요새,"['리처드 버튼', '클린트 이스트우드', '마리 우레']",150,브라이언 G. 휴튼,15세 관람가,"['전쟁', '모험', '액션']",[],31.146,1968-12-04,7.6,"2차대전 중, 중동 조전관들을 만나 유럽 침공의 최종 작전 마무리를 위해 출발한 모스키토 전투기가 추락한다. 그 비행기에는 미장성 카나비 장군을 태우고 있었는데, 그는 연합군의 2차 침공의 모든 것을 계획한 인물로, 독일군에게 입을 열기 전에 빼내와야 한다. 그가 잡혀있는 곳은 베르펜이라는 마을에 있는 '슐러스 아들러', 즉 독수리만이 접근할 수 있어 독수리 요새라는 이름이 붙어있는 침투가 불가능한 독일 최고의 난공 불락 요새였다. 이 요새를 공격하려면"
터미네이터: 제니시스,터미네이터 제니시스,"['아놀드 슈왈제네거', '제이슨 클락', '에밀리아 클라크']",125,앨런 테일러,15세 관람가,"['액션', '모험', 'SF']","3,240,378",31.064,2015-06-23,5.9,"인간 저항군의 리더 존 코너(제이슨 클라크)의 탄생을 막기 위해 스카이넷은 터미네이터를 과거로 보내고, 이를 저지하기 위해 부하 카일 리스(제이 코트니)가 뒤를 따른다. 젊은 사라 코너(에밀리아 클라크)와 그녀를 보호하고 있던 T-800(아놀드 슈워제네거)은 로봇과의 전쟁을 준비하며 이미 그들을 기다리고 있었다. 시간의 균열로 존 코너 역시 과거로 오지만 그는 나노 터미네이터 T-3000으로 변해있었던 것. 이제 인류는 인간도 기계도 아닌 그 이상의 초"
살로 소돔의 120일,살로 소돔의 120일,['파올로 보나첼리'],114,피에르 파올로 파졸리니,NR,"['드라마', '전쟁']",[],31.059,1975-11-22,6.4,"제 3 제국의 운명이 끝을 향해가고 있을 무렵, 타락한 이탈리아 귀족들 네 사람이 성욕을 마음껏 분출할 수 있는 천국을 만들기로 합의한다. 악명이 자자한 뚜쟁이 네 사람을 확보한 뒤 나치군인 몇 사람을 끌어 모은다. 이 타락한 귀족들은 이탈리아 10대 소년 소녀 백여 명을 강제로 데려와 ""재미와 게임""을 위해 외딴 빌라에 가둬 놓는다. 권력자들은 매일 어떤 방식으로 성욕을 분출할지 회의하고 그 수위도 점점 높아지는데…"
나이트메어 4 : 꿈의 지배자,[],[],[],[],[],[],[],31.033,1988-08-19,5.8,프레디는 사라졌지만 크리스틴은 계속해서 악몽에 시달리게 되자 두려움에 킨케이트와 조이를 자신의 꿈 속에 끌여들이게 되어 두 사람의 원성을 사게 된다. 킨케이트는 꿈 속에서 자동차 폐차장에 있는 자신을 발견하는데 이곳에 묻혀있던 프레디가 부활하여 그에게서 죽음을 당한다. 이어서 잠을 자던 조이도 물침대 속에 미녀로 변장한 프레디에게 살해된다. 이제 프레디의 표적으로 혼자 남게 된 크리스틴도 꿈에서 프레디의 공격을 받아 난로 속에서 불길에 휩사인다. 이때 
조,조,"['니콜라스 케이지', '타이 쉐리던']",117,데이빗 고든 그린,청소년 관람불가,['드라마'],"1,789",31.02,2014-04-11,6.6,"알콜 중독에 전과 기록을 가지고 있는 57세 '조'(니콜라스 케이지)는 벌목 일꾼들의 관리자로 과거를 잊고 새로운 삶을 시작한다.  어느 날, ‘조’의 일터에 낯선 15세 소년 ‘게리’(타이 쉐리던)가 찾아와 일자리를 요구하고, ‘게리’에게 묘한 동질감을 느낀 ‘조’는 그를 지켜보기 시작한다. 어린 나이임에도 불구하고 어른스럽고 믿음직스러운 ‘게리’에게 ‘조’는 점차 신뢰가 가기 시작한다.  어느 날, 게리가 아버지의 모진 학대 속에 동생을 지키기 위해"
링 2,링 2,"['나오미 왓츠', '사이먼 베이커']",109,나카다 히데오,15세 관람가,"['공포', '스릴러', '드라마']","183,318",31.017,2005-03-17,5.6,지워버리고 싶은 끔찍한 기억에서 벗어나기 위해  ‘레이첼’은 아들 ‘에이단’과 함께 작은 마을로 이사해 새로운 삶을 준비한다. 마을에서 일어난 사건 현장에서  그녀는 끝난 줄만 알았던 링의 저주가 다시 시작된 것을 직감하는데…  끔찍한 영혼의 저주는 잇따른 죽음을 부르고 숨막히는 공포는 아들 에이단을 향해 뻗쳐온다. 온몸을 조여오는 이 공포에서 벗어나려는 레이첼.  ‘원혼이 원하는 것은 무엇인가’라는 의문은 더욱 커져만 가고… 마침내 레이첼의 끈질긴 모
런치박스,런치박스,"['이르판 칸', '님랏 카우르', '나와주딘 시디퀴']",104,리테쉬 바트라,12세 관람가,"['드라마', '멜로/로맨스']","이르판 칸, 님랏 카우르, 나와주딘 시디퀴, 릴레트 듀",31.01,2013-09-20,7.3,"잘못 배달된 도시락, 얼굴도 모르는 그녀, 사랑은 그렇게 시작됐다!  매일 아침 인도 뭄바이의 5천여 명의 도시락 배달원들은 부인들이 만든 점심 도시락을 남편 사무실에 배달한다.  중산층의 평범한 주부 일라는 소원해진 남편과의 결혼생활에 활력을 불어넣고자  남편에게 배달 되는 점심 도시락에 맛있는 요리와 함께 쪽지를 넣는다.  그러나 그녀의 특별한 점심 도시락이 정년 퇴임을 앞둔 중년의 외로운 회사원 사잔에게 잘 못 배달되고 만다.  다음 날 또 다시 "
Crypto,[],[],[],[],[],[],[],31.002,2018-11-25,0,
센과 치히로의 행방불명,센과 치히로의 행방불명,"['히이라기 루미', '이리노 미유']",126,미야자키 하야오,전체 관람가,"['애니메이션', '판타지', '모험']",[],30.988,2001-07-20,8.5,평범한 열 살 짜리 소녀 치히로 식구는 이사 가던 중 길을 잘못 들어 낡은 터널을 지나가게 된다. 터널 저편엔 폐허가 된 놀이공원이 있었고 그곳엔 이상한 기운이 흘렀다. 인기척 하나 없는 이 마을의 낯선 분위기에 불길한 기운을 느낀 치히로는 부모님에게 돌아가자고 조르지만 부모님은 호기심에 들떠 마을 곳곳을 돌아다니기 시작한다. 어느 음식점에 도착한 치히로의 부모님은 그 곳에 차려진 음식들을 보고 즐거워하며 허겁지겁 먹어대다가 돼지로 변해버린다. 겁에 질
The Rules of Attraction,[],[],[],[],[],[],[],30.942,2002-10-11,6.4,
나,나,"['박노식', '최무룡', '김지미']",[],박노식,[],['한국'],[],30.914,2016-10-21,7.7,"평생을 목수로 살아가던 다니엘(데이브 존스)은 지병인 심장병이 악화되어 일을 계속 할 수 없는 상황이 된다. 실업급여를 받기 위해 찾아간 관공서에서는 컴퓨터 사용법조차 제대로 알지 못하는 다니엘에게 인터넷을 이용해 신청서를 제출하라고 한다. 관공서의 비효율적인 매뉴얼, 다른 부서로 일처리를 떠넘기는 공무원들, 당장의 생존이 절박한 사람들에게 아무런 도움이 되지 못하는 복지제도의 벽을 절감하며 다니엘은 조금씩 무너져 간다. 어느 날 그는 공무원과 말다툼을"
취권,취권,"['성룡', '황정리', '원소전']",107,원화평,12세 관람가,"['코미디', '액션']",[],30.884,1978-10-05,7.2,"청나라 말기 중국 광동성에 황기영(임교 분)이라는 사람이 운영하는 쿵후 도장. 그의 아들 황비홍(성룡 분)은 무술 실력은 뛰어나지만, 마을의 말썽꾸러기. 아버지는 참다 못해 소화자(원소전 분)라는 무술의 달인에게 그의 훈련을 부탁한다.  소화자는 씻지도 않는 괴팍한 늙은이라는 소문을 익히 알고 있던 비홍은 탈출을 시도하지만, 무전취식을 하려다가 된통 걸리고 만다. 그는 소화자의 손아귀를 벗어날 수 없는 것인지, 궁지에 몰린 비홍을 구해준 것은 다름아닌 "
데드폴,데드폴,"['에릭 바나', '올리비아 와일드', '찰리 헌냄']",95,슈테판 루조비츠키,청소년 관람불가,"['범죄', '드라마', '스릴러']","14,744",30.879,2012-11-08,5.9,"광활한 설원 한 복판. 카지노를 털고 도망 중이던 애디슨(에릭 바나)과 라이자(올리비아 와일드) 남매는 우연한 사고로 뒤따르던 경찰까지 죽이게 되고, 다시 만날 것을 약속하며 헤어진다. 라이자는 눈보라 속에서 만난 전직 복서 제이(찰리 헌냄)에게 은밀한 게임을 제안하고, 거짓말로 시작된 둘의 관계는 점차 사랑으로 발전한다. 한편, 애디슨은 동생을 찾으러 가는 도중 계속해서 범죄를 저지르고, 오직 여자 보안관 한나(케이트 마라)만이 그의 흔적을 뒤쫓는다."
패스파인더,패스파인더,"['칼 어번', '러셀 민스']",99,마커스 니스펠,청소년 관람불가,"['액션', '모험', '드라마']",[],30.878,2007-01-11,5.4,"바이킹 대 아메리카 원주민 간의 부족 전쟁이 끝난 후 전쟁통에 한 바이킹 소년이 낙오된다. 소년은 아메리카 원주민들의 손에 키워지게 되고, 후에 그들을 도와 노르인의 침략에 맞서 싸우며 부족의 영웅이 되기에 이른다."
Mia et le lion blanc,[],[],[],[],[],[],[],30.838,2018-12-26,7.6,
안개,안개,"['강신성일', '윤정희', '이빈화']",79,김수용,NR,['드라마'],[],30.8,1980-02-08,6.6,"DJ의 섹시한 음성이 밤을 사로잡는 평화로운 해변 마을에 짙은 안개가 밀려온다. 안개와 함께 찾아오는 어둠의 그림자, 사람들은 날카로운 비 명과 함께 사라지고, 성당에서는 낡은 벽이 허물어지면서 200년 전 일기장과 십자가가 나온다. 거기에는 18세기 해적과 죽음으로 얼룩졌던 한밤중의 끔찍한 공포가 쓰여있는데."
에브리바디 원츠 썸!!,에브리바디 원츠 썸!!,"['블레이크 제너', '조이 도이치', '글렌 포웰']",117,리처드 링클레이터,청소년 관람불가,['코미디'],"7,353",30.717,2016-03-30,6.4,"고등학교를 졸업하고 야구부 숙소로 이사를 온 킹카 신입생 ‘제이크’.  전국 최고의 야구팀으로 구성된 룸메이트들과 인사를 마치고  어색함을 느낄 새도 없이 길거리에 넘쳐 흐르는 쭉빵 걸들 작업으로 눈코 뜰 새 없다.  코치가 단단히 이른 1. 주류 반입 금지 2. 숙소에 여자를 들이지 않는다는 규칙이 무색하게  입에는 언제나 맥주, 여자 얘기 98% 야구 얘기 2%의 수다와 함께  매일 밤 신나는 파티를 벌이는데…  개강 전까지 3일 15시간! 미친듯이"
Big Momma's House 2,[],[],[],[],[],[],[],30.71,2006-01-26,5.6,
더 이퀄라이저,더 이퀄라이저,"['덴젤 워싱턴', '클로이 모레츠', '마튼 초카스']",131,안톤 후쿠아,청소년 관람불가,"['액션', '범죄', '스릴러']","82,779",30.705,2014-09-24,7.2,"“법이 지켜주지 않는다면, 내가 한다!”  새벽 2시만 되면 어김없이 잠에서 깨는 로버트 맥콜(덴젤 워싱턴). 불면증으로 잠 못 드는 이 시간이면 그는 늘 책 한 권을 들고 카페로 향한다. 가족도 친구도 없는 그는 아내가 남기고 간 ‘죽기 전에 읽어야 할 소설 100권’을 모두 읽는 것이 유일한 삶의 목표다. 그런 그에게 어느 날, 어린 콜걸 테리(클로이 모레츠)가 말을 건넨다.  “무슨 책이에요?”  “…기사의 이야기지. 기사가 존재하지 않는 세상에 "
겨울왕국,겨울왕국,"['크리스틴 벨', '이디나 멘젤']",108,크리스 벅,전체 관람가,"['애니메이션', '모험', '코미디']","10,296,101",30.695,2013-11-27,7.3,"서로가 최고의 친구였던 자매 엘사와 안나. 하지만 언니 엘사에게는 하나뿐인 동생에게조차 말 못할 비밀이 있다. 모든 것을 얼려버리는 신비로운 힘이 바로 그 것. 엘사는 통제할 수 없는 자신의 힘이 두려워 왕국을 떠나 북쪽 산으로 도망치고, 홀로 그곳에서 얼음 궁전을 지어 지내게 된다. 한편 얼어버린 왕국의 저주를 풀기 위해 안나는 언니를 찾아 나서고, 그 과정에서 안나는 까칠한 매력의 얼음장수 크리스토프와 만나 영원히 얼어붙은 왕국을 구해내기 위해 함께"
좀비 서바이벌 가이드,좀비 서바이벌 가이드,"['타이 쉐리던', '로건 밀러', '조이 모건']",93,크리스토퍼 랜던,청소년 관람불가,"['코미디', '공포']",[],30.695,2015-10-23,6.2,어린 시절부터 6년간 스카우트 생활을 해온 벤(타이 쉐리던)과 카터(로건 밀러)는 카터의 누나 켄들(할스톤 세이지)이 참여하는 비밀파티에 초대를 받는다. 초대를 받은 날 파티에 참여하기 위해 스카우트 캠프를 빠져나온 벤과 카터. 하지만 파티 전 평소 호기심을 갖고 있던 스트립클럽의 문지기가 없은 것을 본 카터는 몰래 클럽에 들어갔다가 좀비들의 공격을 받는다.  뜬금없는 좀비들의 공격. 그곳에서 데니스(사라 두몬트)를 만난 벤과 카터는 비밀파티가 열리는 
