title,r_title,actorList,runtime,director,grade,genre,audience,popularity,release_date,vote,overview
블랙클랜스맨,블랙클랜스맨,"['존 데이비드 워싱턴', '아담 드라이버', '토퍼 그레이스']",128,스파이크 리,15세 관람가,"['범죄', '드라마', '스릴러']",[],50.237,2018-07-30,7.6,"1970년대 초반, 흑인으로는 처음으로 콜로라도 스프링스의 경찰관이 된 론 스털워스(존 데이비드 워싱턴)는 변화를 만들기로 결심하고, 용기있게 위험한 미션을 행한다. KKK단에 잠입하여 그들의 실체를 드러내는 것. 그는 노련한 동료 플립 짐머맨(아담 드라이버)을 이 비밀 수사에 합류시킨다. 함께 뭉친 이들은 주류사회의 지지를 얻고자 하는 극단주의자 단체를 무너뜨리고자 하는데..."
데드풀 2,데드풀 2,"['라이언 레이놀즈', '조슈 브롤린', '재지 비츠']",117,데이빗 레이치,청소년 관람불가,"['액션', '모험', '코미디']","3,784,630",50.107,2018-05-10,7.5,"암 치료를 위한 비밀 실험에 참여한 후, 강력한 힐링팩터 능력을 지닌 슈퍼히어로 데드풀로 거듭난 웨이드 윌슨(라이언 레이놀즈)은 여자친구 바네사(모레나 바카린)와 더없이 행복한 시간을 보낸다. 그러나 행복도 잠시, 눈 앞에서 소중한 연인을 잃어버리고 삶의 의미를 상실하지만 자기 치유 능력 때문에 죽고 싶어도 죽지를 못한다. 밑바닥까지 내려간 데드풀은 더 나은 사람이 되기로 결심한다. 한편 미래에서 온 케이블(조시 브롤린)은 러셀을 집요하게 쫓는다. 데드"
닥터 스트레인지,닥터 스트레인지,"['베네딕트 컴버배치', '레이첼 맥아담스', '틸다 스윈튼']",115,스콧 데릭슨,12세 관람가,"['액션', '모험', '판타지']","5,447,269",49.671,2016-10-25,7.3,"오만함과 실력 모두 최고인 신경외과 의사 닥터 스티븐 스트레인지(베네딕트 컴버배치)는 운전 중에 핸드폰을 한 대가로 두 손의 신경이 끊어지는 심각한 부상을 입고 큰 상심에 빠진다. 게다가 모난 말들로 사랑하는 여인 크리스틴 팔머(레이첼 맥아담스)마저 그의 곁을 떠나게 만든다. 그는 치료를 위해 히말라야의 영적 지도자, 에인션트 원(틸다 스윈튼)을 만나 마지막 희망을 걸고 수련을 시작한다. 스트레인지는 빠르게 마법을 터득해 나가는 동시에 세계의 작동원리와"
더 사일런스,침묵,['발렌티나 카넬루티'],15,앨리 아스가리,[],['드라마'],[],49.623,2019-05-16,6.2,공포로 뒤덮인 세상. 열세 살 때 청력을 잃은 소녀 앨리(키어넌 십카)는 가족과 함께 외딴 피난처를 찾아간다. 하지만 그곳에서 앨리와 가족들은 고도로 발달한 앨리의 감각을 이용하려는 사악한 광신도 집단과 마주치는데...
서스페리아,서스페리아,"['다코타 존슨', '틸다 스윈튼', '클로이 모레츠']",152,루카 구아다니노,청소년 관람불가,['공포'],"1,563",49.471,2018-10-11,7.1,마담 블랑의 무용 아카데미에 들어가기 위해 미국에서 베를린으로 찾아온 소녀 수지 그리고 그 곳에서 겪는 기이하고 놀라운 경험
시스터스 브라더스,시스터스 브라더스,"['제이크 질렌할', '호아킨 피닉스', '룻거 하우어']",120,자크 오디아드,R,['서부'],[],49.393,2018-09-19,7,"찰리와 엘리 시스터스 형제는 손에 피를 묻히고 산다. 청부살인이 직업이다. 형제는 파트너 존과 더불어 범죄자를 소탕하지만, 재미를 위해 살인을 하는 것은 아니다. 단지 일일 뿐이다. 동생 찰리가 이 일에 재능을 타고 난 반면, 엘리야는 평범한 삶을 꿈꾼다. 오레곤에서 캘리포니아까지, 새로운 추격이 시작된다."
반지의 제왕: 왕의 귀환,반지의 제왕: 왕의 귀환,"['일라이저 우드', '숀 애스틴', '앤디 서키스']",263,피터 잭슨,12세 관람가,"['판타지', '모험', '액션']","730,945",49.131,2003-12-01,8.4,"사우론이 인간들의 마지막 요새인 곤도르를 향해 야욕을 드러내고 있는 한편, 아라곤은 쇠락해가고 있는 곤도르의 재건을 위해 왕위 계승을 신중하게 결정지어야만 하는 상황. 이제 중간대륙의 미래는 그의 어깨에 달려있는 것. 사우론이 이끄는 어둠의 군대와의 마지막 전투를 위해 간달프는 곤도르에 흩어져 있던 병사들을 모으고, 로한의 왕 세오덴에게 도움을 받기도 하지만 사우론의 군대에 비하면 열세를 면치 못한다. 그러나 그들은 중간대륙을 사우론의 야욕으로부터 지키"
데스 위시,데스 위시,['브루스 윌리스'],107,일라이 로스,15세 관람가,"['액션', '범죄', '드라마']","7,915",48.486,2018-03-02,5.8,"뉴욕에서 건축가로 일하고 있는 폴 커시는 사랑하는 아내와 딸,사위와 행복한 삶을 살고 있었다. 그러나 자신의 집에 있던 아내와 딸이 정체 모를 강도들의 습격으로 성폭행 당하는 사건이 발생한다. 이 사건으로 아내는 세상을 떠나고 딸은 심각한 충격을 받게 된다.  이에 커시는 경찰에 조사를 의뢰하지만,유일한 목격자인 딸이 충격 때문에 제대로 증언을 하지 못해 수사에 난항을 겪게 된다. 오래 전 뛰어난 사격 솜씨를 자랑했던 폴은 결국 친구로부터 선물받은 32"
앤트맨,앤트맨과 와스프,"['폴 러드', '에반젤린 릴리', '마이클 더글라스']",118,페이튼 리드,12세 관람가,"['액션', '모험', 'SF']","5,448,134",48.344,2015-07-14,7.1,"하나뿐인 딸에게 멋진 아빠이고 싶지만 현실은 생계형 도둑인 스콧 랭. 하지만 전과자인 스콧의 새 출발은 번번이 좌절된다. 어느 날 그에게 몸을 자유자재로 늘리거나 줄일 수 있는 핌 입자를 개발한 과학자 행크 핌이 찾아와 수트와 헬멧을 건네며 앤트맨이 되어 줄 것을 요청한다. 행크는 앤트맨의 기술이 악용되는 것을 막기 위해 스콧에게 접근했고, 스콧을 앤트맨으로 훈련시켜 그 비밀기술을 훔쳐내려는 계획을 짠다. 어리둥절하지만 일단 한번 해보기로 결심한 스콧은"
어 마디아 패밀리 퓨너럴,어 마디아 패밀리 퓨너럴,"['타일러 페리', '패트리스 러블리', '캐시 데이비스']",109,타일러 페리,PG-13,['코미디'],[],48.212,2019-03-01,5.5,
스타워즈 에피소드 4: 새로운 희망,[],[],[],[],[],[],[],47.548,1977-05-25,8.2,"공화국이 붕괴하고 제국이 수립된 뒤 20년, 제다이 기사단은 전멸하고 강력한 제국군의 횡포에 은하계는 공포에 휩싸여 있다. 그러던 중 공화국 재건을 노리는 반란군이 제국군의 비밀병기 데스스타 설계도를 훔쳐 달아나고 제국군은 이를 쫓는다. 하지만 결국 제국의 손에 붙잡히게 된 그들은 드로이드 R2-D2에 설계도를 넣어서 R2의 친구 C-3PO와 탈출시키는 데 성공하고, 두 드로이드 콤비는 타투인의 시골 마을에서 숙부와 함께 살고 있던 청년 루크 스카이워커"
반지의 제왕: 반지 원정대,반지의 제왕: 반지 원정대,"['일라이저 우드', '이안 맥켈런', '리브 타일러']",228,피터 잭슨,12세 관람가,"['판타지', '모험', '액션']",[],47.372,2001-12-18,8.3,"호빗이라 불리우는 난장이 종족 중의 한 명인 프로도는 자신의 삼촌에게서 우연히 절대 반지를 물려받게 되고, 마법사 간달프를 통해서 절대반지가 사우론의 손에 들어가면 악의 세력이 세상을 지배하게 된다는 것을 알게 된다. 하지만 절대반지를 영원히 파괴할 수 있는 유일한 방법은 반지가 만들어진 불의 산의 용암에 그것을 던져 넣는 길 뿐이다. 마침내 프로도와 그의 친구들, 엘프족인 레골라스, 난장이족 김리, 두명의 인간 전사 아라곤과 보로미르, 그리고 마법사 "
캡틴 아메리카: 윈터 솔져,캡틴 아메리카: 윈터 솔져,"['크리스 에반스', '스칼렛 요한슨', '사무엘 L. 잭슨']",136,조 루소,15세 관람가,"['액션', '모험', 'SF']","3,963,964",47.096,2014-03-20,7.7,스티브 로저스(크리스 에반스)는 외계의 뉴욕 침공 사건이 있은 뒤 워싱턴에서 쉴드 요원으로 살아가고 있다. 납치된 쉴드의 함선을 구출하는 작전을 펼치던 중 스티브는 닉 퓨리 국장(새뮤얼 L. 잭슨)과 블랙 위도우(스칼렛 요한슨)가 쉴드의 정보를 무단으로 수집하고 있다는 것을 알게 된다. 그리고 얼마 뒤 닉 퓨리는 윈터 솔져(세바스천 스탠)의 공격으로 눈을 감는다. 블랙 위도우와 함께 닉 퓨리가 남긴 USB를 분석하며 진실을 추적하던 스티브는 적이 쉴드 
해리 포터와 마법사의 돌,해리 포터와 마법사의 돌,"['다니엘 래드클리프', '루퍼트 그린트', '엠마 왓슨']",152,크리스 콜럼버스,전체 관람가,"['판타지', '가족', '모험']",[],46.936,2001-11-16,7.8,"해리 포터(다니엘 래드클리프 분)는 위압적인 버논 숙부(리챠드 그리피스 분)와 냉담한 이모 페투니아 (피오나 쇼 분), 욕심 많고 버릇없는 사촌 더즐리(해리 멜링 분) 밑에서 갖은 구박을 견디며 계단 밑 벽장에서 생활한다. 이모네 식구들 역시 해리와의 동거가 불편하기는 마찬가지. 이모 페투니아에겐 해리가 이상한(?) 언니 부부에 관한 기억을 떠올리게 만드는 달갑지 않은 존재다. 11살 생일이 며칠 앞으로 다가왔지만 한번도 생일파티를 치르거나 제대로 된 "
모털 엔진,모털 엔진,"['헤라 힐마', '로버트 시한', '휴고 위빙']",128,크리스찬 리버스,12세 관람가,"['액션', '모험', 'SF']","268,921",46.542,2018-11-27,6,"움직이는 모든 것을 집어삼키려는 거대도시 ‘런던’. 탐욕스러운 거대도시 런던으로부터 세상을 지키려는 ‘저항 세력’. 숨겨진 공중도시 ‘에어 헤이븐’. 60분 전쟁으로 지구가 멸망한 황폐해진 미래, 인류의 생존이 걸린 움직이는 도시들의 전쟁. 끝내고 싶다면 모든 것을 삼켜야 한다"
레프트 비하인드: 휴거의 시작,레프트 비하인드: 휴거의 시작,"['니콜라스 케이지', '리 톰슨', '캐시 톰슨']",110,빅 암스트롱,12세 관람가,"['액션', 'SF', '스릴러']",66,46.438,2014-10-03,3.9,"대학생 '클로이'(캐시 톰슨)는 공항에서 성경에 관해 설교하는 여자로부터 유명 기자 '벅'(채드 마이클 머레이)을 구해준다. '클로이'는 아빠 '레이'(니콜라스 케이지)의 깜짝 생일 파티를 위해 고향을 찾아왔지만, 비행기 조종사인 '레이'는 호출을 받고 급하게 비행을 떠난다.  '레이'는 '벅'을 포함한 수많은 승객들을 태운 비행기에 탑승하고, 오랜만에 집으로 간 '클로이'는 이번엔 독실한 기독교 신자인 엄마와 말다툼을 벌인다. 기분 전환을 위해 어린 "
캐리비안의 해적: 블랙펄의 저주,[],[],[],[],[],[],[],46.164,2003-07-09,7.7,"매력 넘치는 해적 캡틴 잭 스패로우(죠니 뎁 분)에게 수정처럼 맑고 투명한 카리브 해는 어드벤처와 미스터리로 가득찬 세계이다. 그는 현재 해적 생활을 그만두고 한적한 삶을 살고 있다. 그런 그의 인생이 사악한 해적 캡틴 바르보사(제프리 러쉬 분)에 의해 위기를 맞는다. 캡틴 바르보사가 잭 스패로우의 해적선 ‘블랙펄(Black Pearl)’을 훔친 다음, 포트 로열(Port Royal)을 공격하여 총독(조나단 프라이스 분)의 아름다운 딸 엘리자베스 스완("
스파이더맨: 파 프롬 홈,스파이더맨: 파 프롬 홈,"['톰 홀랜드', '제이크 질렌할']",[],존 왓츠,[],"['액션', '모험', '코미디']",[],45.845,2019-07-01,0,평범한 일상으로 돌아온 스파이더맨 ‘피터 파커’(톰 홀랜드)가 학교 친구들과 함께 떠난 유럽 여행에서 새로운 빌런들과 정체불명의 인물 ‘미스테리오’(제이크 질렌할)를 만나면서 벌어지는 이야기를 그린 마블 액션 블록버스터
마지막 군단,마지막 군단,"['콜린 퍼스', '벤 킹슬리', '아이쉬와라 라이']",102,더그 레플러,12세 관람가,"['액션', '모험', '판타지']",30,45.539,2007-04-19,5.4,"AD 460, 로마제국은 800여년간 강력한 통치력을 발휘하여, 동쪽으로는 메소포타미아, 서쪽으로는 이베리아 반도, 남쪽으로는 이집트, 북쪽으로는 라인강과 다뉴브강에 이르기까지 실로 제국이라 할 만한 맹위를 떨치고 있었다. 12살의 Romulus Augustus가 새 로마제국의 황제가 되는 전날, 바바리안(고트족)의 장군 Odoacer가 부대를 이끌고 로마시 외곽에 자리를 잡는다. 로마제국을 계속 지원하겠으니 자신들의 동남쪽지역 통치를 부정하지 말라는 "
키싱 부스,[],[],[],[],[],[],[],45.267,2018-05-11,7.3,"첫 키스를 해버린 엘, 그것도 학교의 인기 넘버원하고! 하지만 그는 넘봐선 안 될 사람. 그와 사랑에 빠지면 평생의 단짝을 잃게 된다. 새가슴 엘의 선택은?"
아이언맨 2,아이언맨 2,"['로버트 다우니 주니어', '기네스 팰트로', '돈 치들']",125,존 파브로,12세 관람가,"['SF', '모험', '액션']","4,425,235",44.89,2010-04-28,6.8,"세계 최강의 무기업체를 이끄는 CEO이자, 타고난 매력으로 화려한 삶을 살아가던 토니 스타크. 기자회견을 통해 자신이 아이언맨이라고 정체를 밝힌 이후, 정부로부터 아이언맨 수트를 국가에 귀속시키라는 압박을 받지만 이를 거부한다. 스타크 인더스트리의 운영권까지 수석 비서였던 페퍼 포츠에게 일임하고 히어로로서의 인기를 만끽하며 지내던 토니 스타크. 하지만 그 시각, 아이언맨의 수트 기술을 스타크 가문에 빼앗긴 후 쓸쓸히 돌아가신 아버지의 복수를 다짐해 온 "
쥬라기 월드: 폴른 킹덤,쥬라기 월드: 폴른 킹덤,"['크리스 프랫', '브라이스 달라스 하워드']",127,후안 안토니오 바요나,12세 관람가,"['액션', '모험', 'SF']","5,661,231",44.537,2018-06-06,6.5,"지상 최대의 테마파크 쥬라기 월드가 폐쇄된 지 3년 후.  이슬라 누블라의 활화산 시보산이 분화하려는 조짐을 보이자 조짐에 뉴스에서는 이와 더불어 공룡들의 보호에 관련된 시위나 소식들을 보도한다. 오웬(크리스 프렛)과 클레어(브라이스 달라스 하워드)는 벤자민 록우드(제임스 크롬웰)의 부탁으로 공룡들의 멸종을 막기 위해 이슬라 누블라 섬으로 떠난다. 한편 진화된 공룡들을 이용하려는 세력의 거대한 음모가 드러나고, 절대 지상에 존재해선 안될 위협적 공룡들이"
교수와 광인,[],[],[],[],[],[],[],44.293,2019-03-07,7.2,"19세기 중반, 영국언어학회는 '옥스퍼드 영어 사전' 편찬에 참여할 자원봉사자를 모집한다. 그중 가장 정력적으로 빼어난 예문들을 보내오는 닥터 마이너는 단연 돋보였다. 평소 이런 마이너에게 감사하던 새 사전 책임편집자 머리는 여러차례 그를 옥스퍼드로 초대하지만, 왠지 모르게 번번이 거절당한다. 그래서 20년 동안 두사람의 관계는 서신왕래를 통해서만 지속된다. 뛰어난 언어학 스럴러로 두사람의 기묘하게 얽힌 인생을 재창조해 낸다."
인터스텔라,인터스텔라,"['매튜 맥커너히', '앤 해서웨이', '마이클 케인']",169,크리스토퍼 놀란,12세 관람가,['SF'],"10,309,432",43.754,2014-11-05,8.2,"세계 각국의 정부와 경제가 완전히 붕괴된 미래가 다가온다. 지난 20세기에 범한 잘못이 전 세계적인 식량 부족을 불러왔고, NASA도 해체되었다. 나사 소속 우주비행사였던 쿠퍼(매튜 매커너헤이)는 지구에 몰아친 식량난으로 옥수수나 키우며 살고 있다. 거센 황사가 몰아친 어느 날 알 수 없는 힘에 이끌려 딸과 함께 도착한 곳은 인류가 이주할 행성을 찾는 나사의 비밀본부. 이 때 시공간에 불가사의한 틈이 열리고, 이 곳을 탐험해 인류를 구해야 하는 임무를 "
벨벳 버즈소,벨벳 버즈소,"['제이크 질렌할', '르네 루소', '자웨 애쉬튼']",109,댄 길로이,[],['스릴러'],[],43.647,2019-02-01,5.3,"냉정한 갤러리 운영자와 그녀의 야심에 찬 비서, 그리고 악명 높은 미술 비평가. 이들이 무명 화가의 놀라운 유작을 손에 넣는다. 그 후에 닥칠 재앙은 짐작도 못 한 채."
숀더쉽,숀더쉽,"['저스틴 플레쳐', '존 스파크스', '오미드 다릴리']",85,마크 버튼,전체 관람가,"['애니메이션', '모험', '코미디']","91,856",43.529,2015-02-05,6.9,"평화롭게 목장 생활을 즐기던 ‘숀’과 친구들에게 대.박.사.건이 터졌다? 집 나간 아빠를 찾기 위해 빅시티행 버스에 탑승해버린 녀석들!  달랑 아빠 사진 한 장 들고 위험천만한 빅시티에 도착! 마치 사.람.인.양 도시를 활보하는 무모한 양떼들의 특급 미션이 시작되는데...  계획 NO! 대책 NO! 가이드 NO! 시작은 창피(?)하였으나 그 끝은 창대(!)한 양떼들의 예측불가 시티어택이 펼쳐진다!  올 여름, 통제불능 양떼들이 몰려온다!"
폴라,폴라,"['매즈 미켈슨', '바네사 허진스', '캐서린 윈닉']",118,조나스 애커룬드,[],"['액션', '범죄']",[],43.52,2019-01-25,6.3,"최고의 청부 살인자 덩컨. 은퇴를 준비하던 그는 막대한 퇴직금을 눈앞에 두고 음모에 말려든다. 잔혹한 킬러 군단과의 대결, 마지막 살인 게임의 방아쇠가 당겨졌다."
라스트 썸머,라스트 썸머,"['키쿠치 린코', '요릭 밴 와게닌젠']",94,레오나르도 구에라 세라그놀리,[],['드라마'],[],43.103,2019-05-03,6.1,"이제 막 고등학교를 졸업한 시카고의 십 대들. 그들이 여름을 맞이한다. 자유로울 수 있는 마지막 기회. 사랑도 꿈도 불투명하지만, 마음이 원하는 길을 가고 싶다."
배드 타임즈: 엘 로얄에서 생긴 일,배드 타임즈: 엘 로얄에서 생긴 일,"['크리스 헴스워스', '다코타 존슨', '닉 오퍼맨']",140,드류 고다드,15세 관람가,['스릴러'],[],42.957,2018-10-04,6.8,베트남전 당시 미국사회의 혼란상을 풍자한 스릴러 영화
데드풀,데드풀2: 순한 맛,"['라이언 레이놀즈', '프레드 세비지', '조슈 브롤린']",116,데이빗 레이치,12세 관람가,['SF'],"5,191",42.849,2016-02-09,7.6,특수부대 요원 출신의 용병 웨이드 윌슨(라이언 레이놀즈)은 취향과 장난기마저 똑 닮은 바네사(모레나 바카린)를 만나 행복한 나날을 보낸다. 하지만 행복은 광고처럼 짧은 법. 말기 암 선고를 받은 웨이드는 비밀 임상실험에 참여하며 재기를 노린다. 극한의 고문으로 이뤄진 실험 후 웨이드는 암을 치료할뿐더러 무한한 재생 능력을 얻으며 불사의 존재가 된다. 하지만 동시에 부작용으로 호러영화에 어울릴 법한 외양을 갖는다. 스스로 슈트까지 지어 입고 데드풀이 된 
어쩌다 로맨스,[],[],[],[],[],[],[],42.567,2019-02-13,6.4,"사랑이 밥 먹여주냐? 로맨스를 믿지 않는 건축가. 머리를 다친 후 깨어보니, 로맨틱 코미디의 주인공이 되어 있다. 아름다운 세상이 악몽과도 같은 그녀. 정녕 해피 엔딩은 없는 걸까. 로맨틱 코미디가 돼버린 인생. 이걸 나보고 믿으라고?"
러빙 빈센트,러빙 빈센트,"['더글러스 부스', '시얼샤 로넌', '제롬 플린']",107,도로타 코비엘라,15세 관람가,"['애니메이션', '미스터리']","435,173",42.489,2017-06-22,8.2,"1890년 7월 27일. 한 남자가 황혼이 지는 프랑스의 작은 시골마을 오베르의 중심가에서 쓰러졌다. 수척한 남자는 총상으로 피가 흐르는 배를 움켜쥐고 있었다. 그는 당시에 잘 알려지지 않았으나 현재에는 세계적으로 유명한 예술가 빈센트 반 고흐였다. 고흐의 비극적인 죽음은 널리 알려져 있으나, 왜 그가 총상을 입었는지는 미스터리로 남아 있다. 살아생전 단 한 점의 그림만을 팔았던 화가 빈센트의 죽음 후 1년, 아르망은 그의 그림을 사랑했던 아버지의 부탁"
더 퍼스트 퍼지,더 퍼스트 퍼지,"['로렌 벨레즈', '멜로니 디아즈', '모 맥레이']",97,제라드 맥머레이,R,"['액션', '공포', 'SF']",[],42.432,2018-07-04,5.8,미국의 공포 스릴러 영화 《더 퍼지》 시리즈의 4번째 작품. 더 퍼지의 프리퀄 이야기를 그린다. 분명 인기가 없었다면 네 번째 시리즈까지 만들어지지 않았을 편부터 특유의 잔인하고 폭력적인 소재와 화제가 됐던 영화이다.
디스트로이어,디스트로이어,"['니콜 키드먼', '토비 켑벨', '스쿳 맥네이리']",123,캐린 쿠사마,R,"['액션', '범죄', '드라마']",[],42.285,2018-12-25,5.8,"LA 형사였던 에린 벨, 젊은 시절 잠입 수사를 위해 캘리포니아 사막의 갱단에 심어졌다가 비극적인 결말을 맞는다. 그녀의 도덕적, 존재론적 오디세이"
?????????????? ????????,[],[],[],[],[],[],[],42.208,2019-02-22,0,
블레이드 러너 2049,블레이드 러너 2049,"['라이언 고슬링', '해리슨 포드']",163,드니 빌뇌브,15세 관람가,"['SF', '액션']","322,664",42.196,2017-10-04,7.4,"인간과 리플리컨트가 혼재된 2049년. 인간의 통제를 벗어난 리플리컨트를 쫓는 블레이드 러너 K(라이언 고슬링)는 임무 수행 도중 약 30년 전 여자 리플리컨트의 유골을 발견하고 충격적으로 출산의 흔적까지 찾아낸다. 리플리컨트가 출산까지 가능하다는 사실이 알려지면사회에 큰 혼란이 야기되므로 이를 덮으려는 경찰 조직과, 그 비밀의 단서를 찾아내 더욱 완벽한 리플리컨트를 거느리고 세상을 장악하기 위해 K를 쫓는 니안더 월레스(자레드 레토). 리플리컨트의 숨"
트루스 오어 데어,트루스 오어 데어,"['루시 헤일', '타일러 포시', '바이올렛 빈']",100,제프 와드로,15세 관람가,"['공포', '스릴러']","310,962",41.987,2018-04-12,6,"선택해 TRUTH OR DARE  무엇을 선택하든 공포는 시작될 거야!  친구들과 멕시코로 여행을 간 '올리비아'가 '카터'라는 남자를 만나 멕시코의 한 폐수도원에서 '트루스 오어 데어' 게임을 한 이후로, 친구들이 단체사진 순서로 '트루스 오어 데어' 게임을 강제로 하게 된다. 친구들의 죽음으로 이것이 소설이 아니라 현실인 것을 알게 된 나머지 친구들은 이 게임의 시초를 알아내기 시작하지만, 교활한 게임은 친구들을 거의 가지고 놀다시피 하며 게임을 진"
더 페이버릿: 여왕의 여자,더 페이버릿: 여왕의 여자,"['올리비아 콜맨', '엠마 스톤', '레이첼 와이즈']",119,요르고스 란티모스,15세 관람가,['드라마'],"164,366",41.917,2018-11-23,7.7,절대 권력을 지닌 히스테릭한 영국의 여왕 ‘앤’(올리비아 콜맨). ?여왕의 오랜 친구이자 권력의 실세 ‘사라 제닝스’(레이첼 와이즈)와 ?신분 상승을 노리는 몰락한 귀족 가문 출신의 욕망 하녀 ?‘애비게일 힐’(엠마 스톤)은 여왕의 총애를 받기 위해 ?수단과 방법을 가리지 않고 발버둥치기 시작하는데…?
직쏘,직쏘,['토빈 벨'],92,마이클 스피어리그,청소년 관람불가,"['공포', '스릴러', '범죄']","112,237",41.561,2017-10-26,6.1,도심 한복판에서 사람들이 한 명씩 살해 된 채 곳곳에서 발견된다. 모든 수사 결과와 증거는 이미 사망한 존 크레이머 일명 직쏘를 범인으로 지목하는데…
멋진 인생,멋진 인생,['제임스 스튜어트'],130,프랭크 카프라,15세 관람가,"['드라마', '판타지', '가족']",[],41.214,1946-12-20,8.2,"조지 베일리는 베드폴드 마을 사람들을 위해 평생을 봉사하며 살아온 인물. 그는 항상 여행을 원했지만 마을 전체를 인수하려는 구두쇠 포터의 계략을 막기 위해서 그 기회를 버릴 수 밖에 없었다. 그를 저지하기 위해 그와 그의 아버지가 만든 대출회사는 애를 쓰지만, 크리스마스 이브에 빌리 삼촌이 사업비 8000달러를 은행에 예금하려던 중 돈을 잃어버린다. 포터는 돈의 위치를 알아내고 이를 숨긴다. 조지는 책임을 떠안고 감옥에 구속되고, 회사는 파산한다. 마침"
어드리프트: 우리가 함께한 바다,어드리프트:우리가 함께한 바다,"['쉐일린 우들리', '샘 클라플린']",97,발타자르 코루마쿠르,12세 관람가,"['드라마', '멜로/로맨스']","59,009",41.006,2018-05-31,6.7,"환상적인 섬 타히티에서 운명처럼 사랑에 빠진 바다를 닮은 자유로운 여자 ‘태미’와 바다를 사랑하는 섬세한 남자 ‘리처드’는 함께 요트를 타고 6,500km의 긴 항해를 시작한다. 바다 위에서 인생 최고의 행복한 시간을 만끽하던 연인은 남태평양 한가운데에서 예상치 못한 사상 최악의 허리케인을 만나게 되는데…"
크리드 2,크리드 2,"['마이클 B. 조던', '실베스터 스탤론']",130,스티븐 카플 주니어,12세 관람가,"['액션', '드라마']","15,023",40.953,2018-11-21,6.7,"록키 발보아(실베스터 스탤론)의 영원한 라이벌이자 친구인 아폴로 크리드의 아들 아도니스 크리드(마이클 B. 조던), 아버지를 죽음에 이르게 한 이반 드라고의 아들 빅터 드라고가 펼치는 운명의 대결을 위해 다시 링 위에 오른다!"
트와일라잇,트와일라잇,"['크리스틴 스튜어트', '로버트 패틴슨']",121,캐서린 하드윅,12세 관람가,"['판타지', '멜로/로맨스', '드라마']","1,376,760",40.778,2008-11-20,6,"불멸의 뱀파이어와 인간의 위험한 사랑!  그들을 노리는 또 다른 뱀파이어 종족과의 숨막히는 대결! 창백한 얼굴, 붉은 입술, 짙은 황금빛 눈동자…지상에 존재하지 않을 것 같은 외모의 에드워드에게 매료된 벨라는 그의 숨겨진 비밀을 알게 된다. 바로 그는 108년을 살아온 뱀파이어라는 충격적인 사실. 그러나 그녀는 죽음의 두려움도 잊은 채 에드워드와 위험한 사랑을 시작하고 이로 인해 그들은 또 다른 종족의 뱀파이어로부터 추격을 당한다. 이제 그들의 앞날엔 "
트레인스포팅,트레인스포팅,"['이완 맥그리거', '이완 브렘너', '조니 리 밀러']",93,대니 보일,청소년 관람불가,"['범죄', '드라마']",[],40.772,1996-02-23,8,"스코틀랜드 에딘버러의 뒷골목에 살고 있는 렌튼, 스퍼드, 벡비, 식보이, 토미는 아무런 희망 없이 하루하루를 살아간다. 이들에게 있어 유일한 즐거움은 마약을 하는 것이다. 이들은 마약을 사기 위해 강도 행각을 벌이고, 아기가 마약을 먹고 죽는 상황까지 벌어지게 된다. 그 후 백화점을 털던 스퍼드는 실형을 선고 받고, 렌튼은 끔찍한 과정을 거쳐 마약을 끊고 취직을 한다. 건실하던 토미는 에이즈로 죽고, 벡비는 장물아비로, 식보이는 포주 노릇을 한다. 하지"
원더 우먼,원더 우먼,"['갤 가돗', '크리스 파인']",141,패티 젠킨스,12세 관람가,"['액션', '모험', '판타지']","2,165,407",40.684,2017-05-30,7.3,"수천년 간 존재를 숨긴 채 지구를 수호하던 데미스키라의 공주 다이애나(갤 가돗)는 어느 날 하늘에서 이상한 움직임을 포착한다. 1차 세계대전에 참전해 스파이 활동을 벌이다가 격추된 미국인 조종사 스티브(크리스 파인)가 해변에 불시착한 것. 태어나 처음으로 남성을 보게 된 다이애나는 호기심을 감추지 못하고, 데미스키라의 일원들은 그가 파멸을 가져올 수도 있음을 경고한다. 다이애나는 엄마이자 여왕인 히폴리타(코니 닐슨)의 반대에도 불구하고 나치군의 추격을 "
Re:제로부터 시작하는 이세계 생활 Memory Snow,Re:제로부터 시작하는 이세계 생활 Memory Snow,"['코바야시 유스케', '타카하시 리에', '우치야마 유미']",68,와타나베 마사하루,[],"['애니메이션', '판타지']",[],40.541,2018-10-06,4.9,"저주의 원흉인 마수 울가름을 물리치고 아람마을의 아이들을 구해낸 스바루와 동료들. 겨우 되찾은 평화도 한 순간, 스바루는 누구에게도 알려져서는 안될 어떤 극비 미션에 도전했다. 그러나 변장을 했음에도 불구하고, 곧 페트라를 시작으로 마을의 아이들에게 정체를 들켜 버린 스바루. 시작 5초 만에 들켜 버린 미션은 바로 에밀리아와의 데이트 코스 답사인데..."
